sha256_hashed_ip,event_timestamp_utc,category,subcategory,event_json,digital_remedy_channel,digital_remedy_customer_ntf_status,Digital Remedy Customer Ltv
44f5ff4b53a7199b3fc9a888665d2b23a6d02053c0dd1de99405b180ed0446ad,2022-11-14 15:24:35 UTC,checkout,,"{""amount"":""47"",""account_id"":""7606860""}",Facebook,no,1101.8
7a7e35a4bc233555f13d46b51b892a154b1ea84e554496030748effe67fa5330,2022-11-14 15:24:53 UTC,checkout,,"{""amount"":""37"",""account_id"":""7606861""}",Facebook,yes,36.72
44f5ff4b53a7199b3fc9a888665d2b23a6d02053c0dd1de99405b180ed0446ad,2022-11-14 15:25:05 UTC,checkout,,"{""amount"":""206"",""account_id"":""7606862""}",Facebook,yes,205.79
44f5ff4b53a7199b3fc9a888665d2b23a6d02053c0dd1de99405b180ed0446ad,2022-11-14 15:25:43 UTC,checkout,,"{""amount"":""131"",""account_id"":""7606863""}",Bing,yes,130.68
7a7e35a4bc233555f13d46b51b892a154b1ea84e554496030748effe67fa5330,2022-11-14 15:25:58 UTC,checkout,,"{""amount"":""316"",""account_id"":""7606864""}",Pablo,yes,315.96
44f5ff4b53a7199b3fc9a888665d2b23a6d02053c0dd1de99405b180ed0446ad,2022-11-14 15:27:02 UTC,checkout,,"{""amount"":""47"",""account_id"":""7606865""}",Facebook,yes,46.86
c155c26d2b7407077066ec977849a6880e2f917098c69a4593181dafd01b3cd1,2022-11-14 15:28:25 UTC,checkout,,"{""amount"":""196"",""account_id"":""500580"")",Google,no,751.13
7a7e35a4bc233555f13d46b51b892a154b1ea84e554496030748effe67fa5330,2022-11-14 15:29:56 UTC,checkout,,"{""amount"":""29"",""account_id"":""7606869""}",Pablo,yes,29.38
44f5ff4b53a7199b3fc9a888665d2b23a6d02053c0dd1de99405b180ed0446ad,2022-11-14 15:32:30 UTC,checkout,,"{""amount"":""649"",""account_id"":""7606871""}",Pablo,yes,2006.09
7a7e35a4bc233555f13d46b51b892a154b1ea84e554496030748effe67fa5330,2022-11-14 15:33:35 UTC,checkout,,"{""amount"":""54"",""account_id"":""7606872""}",MKT,no,629.15
44f5ff4b53a7199b3fc9a888665d2b23a6d02053c0dd1de99405b180ed0446ad,2022-11-14 15:34:14 UTC,checkout,,"{""amount"":""37"",""account_id"":""7606873""}",Google,yes,36.72
44f5ff4b53a7199b3fc9a888665d2b23a6d02053c0dd1de99405b180ed0446ad,2022-11-14 15:35:05 UTC,checkout,,"{""amount"":""22"",""account_id"":""7606874""}",MKT,yes,337.56
7a7e35a4bc233555f13d46b51b892a154b1ea84e554496030748effe67fa5330,2022-11-14 15:36:17 UTC,checkout,,"{""amount"":""47"",""account_id"":""7606876""}",Facebook,yes,46.86
44f5ff4b53a7199b3fc9a888665d2b23a6d02053c0dd1de99405b180ed0446ad,2022-11-14 15:36:32 UTC,checkout,,"{""amount"":""206"",""account_id"":""7606877""}",Other MKT Hardcoded Link,yes,205.79
44f5ff4b53a7199b3fc9a888665d2b23a6d02053c0dd1de99405b180ed0446ad,2022-11-14 15:38:23 UTC,checkout,,"{""amount"":""131"",""account_id"":""7606882""}",Google,yes,450.34
f4bfb63b77533e2388d6a69891f590bba9b3b56b495f1a02f02200e2d570c86f,2022-11-14 15:39:15 UTC,checkout,,"{""amount"":""244"",""account_id"":""500581"")",Other,yes,656.71
0ed651751fb1eda2415039193a612eb950dac69385ba102d1d9106b8bcd9a597,2022-11-14 15:40:14 UTC,checkout,,"{""amount"":""1363"",""account_id"":""500582"")",Google,no,4930.82
7a7e35a4bc233555f13d46b51b892a154b1ea84e554496030748effe67fa5330,2022-11-14 15:41:08 UTC,checkout,,"{""amount"":""22"",""account_id"":""7606891""}",MKT,no,218.04
44f5ff4b53a7199b3fc9a888665d2b23a6d02053c0dd1de99405b180ed0446ad,2022-11-14 15:42:03 UTC,checkout,,"{""amount"":""37"",""account_id"":""7606893""}",Facebook,yes,36.72
7a7e35a4bc233555f13d46b51b892a154b1ea84e554496030748effe67fa5330,2022-11-14 15:42:33 UTC,checkout,,"{""amount"":""206"",""account_id"":""7606894""}",Other MKT Hardcoded Link,no,1635.28
44f5ff4b53a7199b3fc9a888665d2b23a6d02053c0dd1de99405b180ed0446ad,2022-11-14 15:42:41 UTC,checkout,,"{""amount"":""29"",""account_id"":""7606895""}",Facebook,yes,29.38
44f5ff4b53a7199b3fc9a888665d2b23a6d02053c0dd1de99405b180ed0446ad,2022-11-14 15:43:30 UTC,checkout,,"{""amount"":""114"",""account_id"":""7606899""}",MKT,no,218.04
369c9742f5c3eb1de1378916416c5bcb61ad20e39c95718407ee3fdf77d59c1f,2022-11-14 15:43:40 UTC,checkout,,"{""amount"":""130"",""account_id"":""500583"")",Other,yes,237.88
4c21bf0892dd5d9f97aa15ea11e7355cfca47da4010b87a425177f13f32e4e4a,2022-11-14 15:46:14 UTC,checkout,,"{""amount"":""101"",""account_id"":""500584"")",Other,no,2757.81
8f7fb0e702088eaa076d1438009935dc238e814386b1f6244799111a076c014f,2022-11-14 15:46:30 UTC,checkout,,"{""amount"":""83"",""account_id"":""500585"")",Bing,no,332.54
055ddb874cc894afe93c76fa8a29260ec88664625009187a3ac42ed3c1138bd1,2022-11-14 15:46:35 UTC,checkout,,"{""amount"":""75"",""account_id"":""500586"")",Awin,no,5162.68
44f5ff4b53a7199b3fc9a888665d2b23a6d02053c0dd1de99405b180ed0446ad,2022-11-14 15:47:44 UTC,checkout,,"{""amount"":""43"",""account_id"":""7606910""}",Facebook,no,75.41
44f5ff4b53a7199b3fc9a888665d2b23a6d02053c0dd1de99405b180ed0446ad,2022-11-14 15:48:48 UTC,checkout,,"{""amount"":""37"",""account_id"":""7606918""}",Pablo,no,212.95
7a7e35a4bc233555f13d46b51b892a154b1ea84e554496030748effe67fa5330,2022-11-14 15:49:05 UTC,checkout,,"{""amount"":""186"",""account_id"":""7606919""}",Facebook,no,1857.15
7a7e35a4bc233555f13d46b51b892a154b1ea84e554496030748effe67fa5330,2022-11-14 15:49:11 UTC,checkout,,"{""amount"":""37"",""account_id"":""7606921""}",Pablo,yes,36.72
7a7e35a4bc233555f13d46b51b892a154b1ea84e554496030748effe67fa5330,2022-11-14 15:50:55 UTC,checkout,,"{""amount"":""320"",""account_id"":""7606928""}",Google,yes,450.34
7a7e35a4bc233555f13d46b51b892a154b1ea84e554496030748effe67fa5330,2022-11-14 15:51:26 UTC,checkout,,"{""amount"":""37"",""account_id"":""7606937""}",MKT,no,389.4
44f5ff4b53a7199b3fc9a888665d2b23a6d02053c0dd1de99405b180ed0446ad,2022-11-14 15:52:12 UTC,checkout,,"{""amount"":""37"",""account_id"":""7606939""}",Facebook,yes,36.72
7a7e35a4bc233555f13d46b51b892a154b1ea84e554496030748effe67fa5330,2022-11-14 15:52:47 UTC,checkout,,"{""amount"":""37"",""account_id"":""7606941""}",Facebook,yes,36.72
7c9970e9154aa50e6249fd4b9c23f4214cb278712490b48897984cd6c8da10be,2022-11-14 15:53:12 UTC,checkout,,"{""amount"":""143"",""account_id"":""500588"")",Google,no,798.43
44f5ff4b53a7199b3fc9a888665d2b23a6d02053c0dd1de99405b180ed0446ad,2022-11-14 15:53:25 UTC,checkout,,"{""amount"":""186"",""account_id"":""7606945""}",Other MKT Hardcoded Link,yes,186.27
7a7e35a4bc233555f13d46b51b892a154b1ea84e554496030748effe67fa5330,2022-11-14 15:53:57 UTC,checkout,,"{""amount"":""37"",""account_id"":""7606953""}",Facebook,yes,36.72
9cddf52a7ddfde0e997072cef4f32cfee4306048165901c7bba4a0a8c41e71d7,2022-11-14 15:54:03 UTC,checkout,,"{""amount"":""267"",""account_id"":""500589"")",Google,no,687.44
44f5ff4b53a7199b3fc9a888665d2b23a6d02053c0dd1de99405b180ed0446ad,2022-11-14 15:54:32 UTC,checkout,,"{""amount"":""1171"",""account_id"":""7606955""}",Pablo,yes,1170.71
7a7e35a4bc233555f13d46b51b892a154b1ea84e554496030748effe67fa5330,2022-11-14 15:55:35 UTC,checkout,,"{""amount"":""186"",""account_id"":""7606957""}",Other MKT Hardcoded Link,no,2909.28
0b0badab8a6eaf253c3d27bf9e00c46ecdb218fabdbf8c314c3b19853f3eb634,2022-11-14 15:55:58 UTC,checkout,,"{""amount"":""50"",""account_id"":""500590"")",Other,no,3149.94
7a7e35a4bc233555f13d46b51b892a154b1ea84e554496030748effe67fa5330,2022-11-14 15:56:53 UTC,checkout,,"{""amount"":""316"",""account_id"":""7606960""}",Pablo,yes,1553.51
44f5ff4b53a7199b3fc9a888665d2b23a6d02053c0dd1de99405b180ed0446ad,2022-11-14 15:57:48 UTC,checkout,,"{""amount"":""316"",""account_id"":""7606961""}",Facebook,yes,315.96
d15a72d1b66d859c08a86cc13f37d0677edcdf3fc58039ebf43e38a251b53dfa,2022-11-14 15:59:18 UTC,checkout,,"{""amount"":""123"",""account_id"":""500592"")",Google,yes,263.32
7a7e35a4bc233555f13d46b51b892a154b1ea84e554496030748effe67fa5330,2022-11-14 15:59:32 UTC,checkout,,"{""amount"":""1216"",""account_id"":""7606963""}",Pablo,yes,1553.51
7a7e35a4bc233555f13d46b51b892a154b1ea84e554496030748effe67fa5330,2022-11-14 16:01:16 UTC,checkout,,"{""amount"":""37"",""account_id"":""7606967""}",Facebook,yes,36.72
44f5ff4b53a7199b3fc9a888665d2b23a6d02053c0dd1de99405b180ed0446ad,2022-11-14 16:03:48 UTC,checkout,,"{""amount"":""29"",""account_id"":""7606978""}",Facebook,yes,29.38
44f5ff4b53a7199b3fc9a888665d2b23a6d02053c0dd1de99405b180ed0446ad,2022-11-14 16:06:55 UTC,checkout,,"{""amount"":""37"",""account_id"":""7606990""}",Facebook,yes,36.72
642fbea254b5280f53bdb58685f06e76e6744ba845a71981165a158e47f19402,2022-11-14 16:06:55 UTC,checkout,,"{""amount"":""52"",""account_id"":""500593"")",Facebook,no,1017.42
44f5ff4b53a7199b3fc9a888665d2b23a6d02053c0dd1de99405b180ed0446ad,2022-11-14 16:10:41 UTC,checkout,,"{""amount"":""37"",""account_id"":""7607002""}",Pablo,no,212.95
7a7e35a4bc233555f13d46b51b892a154b1ea84e554496030748effe67fa5330,2022-11-14 16:11:49 UTC,checkout,,"{""amount"":""281"",""account_id"":""7607005""}",Pablo,no,639.99
866457879dd7dfc3561fb1fc2944a06a2f9492f2b3be9559e0a94d6e82cc3bf6,2022-11-14 16:12:04 UTC,checkout,,"{""amount"":""74"",""account_id"":""500594"")",MKT,no,374.28
7a7e35a4bc233555f13d46b51b892a154b1ea84e554496030748effe67fa5330,2022-11-14 16:12:28 UTC,checkout,,"{""amount"":""258"",""account_id"":""7607008""}",Facebook,yes,257.77
7a7e35a4bc233555f13d46b51b892a154b1ea84e554496030748effe67fa5330,2022-11-14 16:12:31 UTC,checkout,,"{""amount"":""281"",""account_id"":""7607009""}",Facebook,no,702.4
87868f53d2bacbe5dea4631b1c0da7945801c3040b413f575be1aeee23a85163,2022-11-14 16:13:52 UTC,checkout,,"{""amount"":""135"",""account_id"":""500595"")",Other,no,717.89
44f5ff4b53a7199b3fc9a888665d2b23a6d02053c0dd1de99405b180ed0446ad,2022-11-14 16:16:24 UTC,checkout,,"{""amount"":""37"",""account_id"":""7607026""}",MKT,no,389.4
f0bb71694378404b1889e3430b2773d5ab48ebe64d26dc7914d830674e3d8f24,2022-11-14 16:17:35 UTC,checkout,,"{""amount"":""81"",""account_id"":""500596"")",Bing,yes,140.95
44f5ff4b53a7199b3fc9a888665d2b23a6d02053c0dd1de99405b180ed0446ad,2022-11-14 16:17:53 UTC,checkout,,"{""amount"":""37"",""account_id"":""7607032""}",Facebook,no,150.79
7a7e35a4bc233555f13d46b51b892a154b1ea84e554496030748effe67fa5330,2022-11-14 16:21:33 UTC,checkout,,"{""amount"":""1171"",""account_id"":""7607041""}",Pablo,yes,1170.71
7a7e35a4bc233555f13d46b51b892a154b1ea84e554496030748effe67fa5330,2022-11-14 16:22:53 UTC,checkout,,"{""amount"":""37"",""account_id"":""7607047""}",Facebook,yes,36.72
7a7e35a4bc233555f13d46b51b892a154b1ea84e554496030748effe67fa5330,2022-11-14 16:24:05 UTC,checkout,,"{""amount"":""281"",""account_id"":""7607050""}",Facebook,yes,522.33
7a7e35a4bc233555f13d46b51b892a154b1ea84e554496030748effe67fa5330,2022-11-14 16:26:51 UTC,checkout,,"{""amount"":""47"",""account_id"":""7607063""}",Facebook,no,70.61
0f07387efd8bd01601ca711b42079fb161633c0a2d32e5c3733dfea6b141b9aa,2022-11-14 16:27:27 UTC,checkout,,"{""amount"":""98"",""account_id"":""500598"")",Other,yes,145.81
44f5ff4b53a7199b3fc9a888665d2b23a6d02053c0dd1de99405b180ed0446ad,2022-11-14 16:27:56 UTC,checkout,,"{""amount"":""241"",""account_id"":""7607066""}",Facebook,yes,522.33
7a7e35a4bc233555f13d46b51b892a154b1ea84e554496030748effe67fa5330,2022-11-14 16:28:00 UTC,checkout,,"{""amount"":""37"",""account_id"":""7607067""}",Google,yes,36.72
6c42f4272ce1bf7ea658051048d17ac890d2db801ca6ac87c2577ff4969c9870,2022-11-14 16:29:15 UTC,checkout,,"{""amount"":""68"",""account_id"":""500599"")",Other,no,268.79
a88b25515afaec1d3e18ec24370869da6afe09f925b3a521127d8bc462c52602,2022-11-14 16:29:39 UTC,checkout,,"{""amount"":""124"",""account_id"":""500600"")",Other,yes,208.33
fbe97a8394dba67b73bf630fd1ef4ae940aa3210a34fa9e1e5b463a61c508479,2022-11-14 16:31:15 UTC,checkout,,"{""amount"":""143"",""account_id"":""500601"")",Other,no,475.82
44f5ff4b53a7199b3fc9a888665d2b23a6d02053c0dd1de99405b180ed0446ad,2022-11-14 16:31:22 UTC,checkout,,"{""amount"":""47"",""account_id"":""7607082""}",Facebook,yes,99.62
7a7e35a4bc233555f13d46b51b892a154b1ea84e554496030748effe67fa5330,2022-11-14 16:31:55 UTC,checkout,,"{""amount"":""316"",""account_id"":""7607089""}",Pablo,yes,315.96
44f5ff4b53a7199b3fc9a888665d2b23a6d02053c0dd1de99405b180ed0446ad,2022-11-14 16:32:10 UTC,checkout,,"{""amount"":""107"",""account_id"":""7607091""}",Google,no,401.19
a7bd7823c0f1e02f870b5c36a3cfb197e9db3d38a226445f843f4c3fac231f17,2022-11-14 16:32:48 UTC,checkout,,"{""amount"":""267"",""account_id"":""500602"")",Google,yes,517.47
7a7e35a4bc233555f13d46b51b892a154b1ea84e554496030748effe67fa5330,2022-11-14 16:32:52 UTC,checkout,,"{""amount"":""316"",""account_id"":""7607093""}",Facebook,yes,315.96
7a7e35a4bc233555f13d46b51b892a154b1ea84e554496030748effe67fa5330,2022-11-14 16:35:08 UTC,checkout,,"{""amount"":""37"",""account_id"":""7607106""}",Facebook,yes,83.58
7a7e35a4bc233555f13d46b51b892a154b1ea84e554496030748effe67fa5330,2022-11-14 16:35:20 UTC,checkout,,"{""amount"":""186"",""account_id"":""7607107""}",Pablo,yes,207.87
7a7e35a4bc233555f13d46b51b892a154b1ea84e554496030748effe67fa5330,2022-11-14 16:35:46 UTC,checkout,,"{""amount"":""1418"",""account_id"":""7607109""}",Other,no,1540.51
44f5ff4b53a7199b3fc9a888665d2b23a6d02053c0dd1de99405b180ed0446ad,2022-11-14 16:36:12 UTC,checkout,,"{""amount"":""43"",""account_id"":""7607113""}",Facebook,yes,42.64
32b48776cfd23088a9e9ec4a721f608172c8a3fccab80eb873c1954a14ea0072,2022-11-14 16:36:32 UTC,checkout,,"{""amount"":""347"",""account_id"":""500603"")",Other,no,1174.95
44f5ff4b53a7199b3fc9a888665d2b23a6d02053c0dd1de99405b180ed0446ad,2022-11-14 16:36:36 UTC,checkout,,"{""amount"":""186"",""account_id"":""7607117""}",Other MKT Hardcoded Link,no,408.68
44f5ff4b53a7199b3fc9a888665d2b23a6d02053c0dd1de99405b180ed0446ad,2022-11-14 16:38:23 UTC,checkout,,"{""amount"":""281"",""account_id"":""7607124""}",Facebook,no,520.48
44f5ff4b53a7199b3fc9a888665d2b23a6d02053c0dd1de99405b180ed0446ad,2022-11-14 16:39:42 UTC,checkout,,"{""amount"":""37"",""account_id"":""7607134""}",Untracked,no,56.02
44f5ff4b53a7199b3fc9a888665d2b23a6d02053c0dd1de99405b180ed0446ad,2022-11-14 16:39:49 UTC,checkout,,"{""amount"":""37"",""account_id"":""7607135""}",Pablo,yes,73.44
44f5ff4b53a7199b3fc9a888665d2b23a6d02053c0dd1de99405b180ed0446ad,2022-11-14 16:40:21 UTC,checkout,,"{""amount"":""281"",""account_id"":""7607136""}",Facebook,yes,281.11
44f5ff4b53a7199b3fc9a888665d2b23a6d02053c0dd1de99405b180ed0446ad,2022-11-14 16:41:23 UTC,checkout,,"{""amount"":""37"",""account_id"":""7607138""}",Facebook,yes,73.44
44f5ff4b53a7199b3fc9a888665d2b23a6d02053c0dd1de99405b180ed0446ad,2022-11-14 16:42:02 UTC,checkout,,"{""amount"":""37"",""account_id"":""7607145""}",Pablo,no,175.33
7a7e35a4bc233555f13d46b51b892a154b1ea84e554496030748effe67fa5330,2022-11-14 16:42:09 UTC,checkout,,"{""amount"":""37"",""account_id"":""7607146""}",Facebook,no,1165.64
7a7e35a4bc233555f13d46b51b892a154b1ea84e554496030748effe67fa5330,2022-11-14 16:42:43 UTC,checkout,,"{""amount"":""37"",""account_id"":""7607147""}",Pablo,yes,73.44
7a7e35a4bc233555f13d46b51b892a154b1ea84e554496030748effe67fa5330,2022-11-14 16:43:00 UTC,checkout,,"{""amount"":""131"",""account_id"":""7607149""}",Untracked,yes,130.68
44f5ff4b53a7199b3fc9a888665d2b23a6d02053c0dd1de99405b180ed0446ad,2022-11-14 16:43:50 UTC,checkout,,"{""amount"":""131"",""account_id"":""7607150""}",Facebook,no,268.92
44f5ff4b53a7199b3fc9a888665d2b23a6d02053c0dd1de99405b180ed0446ad,2022-11-14 16:44:33 UTC,checkout,,"{""amount"":""37"",""account_id"":""7607152""}",Pablo,yes,36.72
44f5ff4b53a7199b3fc9a888665d2b23a6d02053c0dd1de99405b180ed0446ad,2022-11-14 16:44:55 UTC,checkout,,"{""amount"":""37"",""account_id"":""7607154""}",Pablo,yes,73.44
44f5ff4b53a7199b3fc9a888665d2b23a6d02053c0dd1de99405b180ed0446ad,2022-11-14 16:45:51 UTC,checkout,,"{""amount"":""37"",""account_id"":""7607157""}",Pablo,yes,36.72
61c9125e3d2abbcaac2084f7de626e548b1139b2f01016d2933a5834f9214e03,2022-11-14 16:47:39 UTC,checkout,,"{""amount"":""40"",""account_id"":""500606"")",Google,yes,106.32
7a7e35a4bc233555f13d46b51b892a154b1ea84e554496030748effe67fa5330,2022-11-14 16:48:22 UTC,checkout,,"{""amount"":""19"",""account_id"":""7607159""}",Pablo,no,588.66
7a7e35a4bc233555f13d46b51b892a154b1ea84e554496030748effe67fa5330,2022-11-14 16:48:27 UTC,checkout,,"{""amount"":""37"",""account_id"":""7607160""}",Facebook,yes,73.44
7a7e35a4bc233555f13d46b51b892a154b1ea84e554496030748effe67fa5330,2022-11-14 16:49:50 UTC,checkout,,"{""amount"":""37"",""account_id"":""7607162""}",Pablo,yes,73.44
44f5ff4b53a7199b3fc9a888665d2b23a6d02053c0dd1de99405b180ed0446ad,2022-11-14 16:50:12 UTC,checkout,,"{""amount"":""186"",""account_id"":""7607163""}",Other MKT Hardcoded Link,no,419.86
7a7e35a4bc233555f13d46b51b892a154b1ea84e554496030748effe67fa5330,2022-11-14 16:50:37 UTC,checkout,,"{""amount"":""37"",""account_id"":""7607166""}",Pablo,no,129.43
440627b76d9163d9d4d704fecbdb6bf7277ace5027e3881e164ebb7ed6f2c3fd,2022-11-14 16:51:31 UTC,checkout,,"{""amount"":""23"",""account_id"":""500607"")",Facebook,no,51.5
91e76f55abdf3e1872a653a03d4c3d9a5a0431e7a27b5787d4bc4125795e8030,2022-11-14 16:54:47 UTC,checkout,,"{""amount"":""1244"",""account_id"":""500608"")",Other,no,4876.62
7a7e35a4bc233555f13d46b51b892a154b1ea84e554496030748effe67fa5330,2022-11-14 16:55:28 UTC,checkout,,"{""amount"":""37"",""account_id"":""7607181""}",Facebook,yes,36.72
c603c0359ad27198e15545bd15086c96e9b6845fe77d6f8964a2a4edc1c45bde,2022-11-14 16:55:33 UTC,checkout,,"{""amount"":""347"",""account_id"":""500609"")",Google,no,1448
d1aaf7187fab585d0f12f735ec1dfc299935196c1a30aa117690ffebbc1ef0da,2022-11-14 16:57:04 UTC,checkout,,"{""amount"":""87"",""account_id"":""500610"")",Google,yes,306.85
7a7e35a4bc233555f13d46b51b892a154b1ea84e554496030748effe67fa5330,2022-11-14 16:57:46 UTC,checkout,,"{""amount"":""37"",""account_id"":""7607192""}",Facebook,yes,36.72
44f5ff4b53a7199b3fc9a888665d2b23a6d02053c0dd1de99405b180ed0446ad,2022-11-14 16:59:25 UTC,checkout,,"{""amount"":""61"",""account_id"":""7607195""}",MKT,no,169.27
7a7e35a4bc233555f13d46b51b892a154b1ea84e554496030748effe67fa5330,2022-11-14 16:59:49 UTC,checkout,,"{""amount"":""37"",""account_id"":""7607197""}",Pablo,yes,36.72
7a7e35a4bc233555f13d46b51b892a154b1ea84e554496030748effe67fa5330,2022-11-14 16:59:57 UTC,checkout,,"{""amount"":""37"",""account_id"":""7607198""}",Facebook,yes,73.44
44f5ff4b53a7199b3fc9a888665d2b23a6d02053c0dd1de99405b180ed0446ad,2022-11-14 17:00:18 UTC,checkout,,"{""amount"":""281"",""account_id"":""7607202""}",Facebook,yes,281.11
2294d85415a01e43ffa539bb6111334358250dff9050d2d8da078c5cf8fd7ed2,2022-11-14 17:01:19 UTC,checkout,,"{""amount"":""87"",""account_id"":""500611"")",Google,yes,163.23
44f5ff4b53a7199b3fc9a888665d2b23a6d02053c0dd1de99405b180ed0446ad,2022-11-14 17:05:58 UTC,checkout,,"{""amount"":""37"",""account_id"":""7607209""}",Facebook,yes,36.72
7a7e35a4bc233555f13d46b51b892a154b1ea84e554496030748effe67fa5330,2022-11-14 17:06:58 UTC,checkout,,"{""amount"":""37"",""account_id"":""7607212""}",Pablo,yes,36.72
44f5ff4b53a7199b3fc9a888665d2b23a6d02053c0dd1de99405b180ed0446ad,2022-11-14 17:07:19 UTC,checkout,,"{""amount"":""1171"",""account_id"":""7607213""}",Pablo,no,1882.01
420962d67c10e0152d6ceffe4db761ec2f9021ff15a106854a4db149e44f9d1e,2022-11-14 17:08:31 UTC,checkout,,"{""amount"":""180"",""account_id"":""500612"")",Bing,no,375.88
44f5ff4b53a7199b3fc9a888665d2b23a6d02053c0dd1de99405b180ed0446ad,2022-11-14 17:09:06 UTC,checkout,,"{""amount"":""1171"",""account_id"":""7607214""}",Pablo,no,1217.57
7a7e35a4bc233555f13d46b51b892a154b1ea84e554496030748effe67fa5330,2022-11-14 17:09:16 UTC,checkout,,"{""amount"":""19"",""account_id"":""7607215""}",Facebook,yes,19.3
7a7e35a4bc233555f13d46b51b892a154b1ea84e554496030748effe67fa5330,2022-11-14 17:10:18 UTC,checkout,,"{""amount"":""54"",""account_id"":""7607216""}",MKT,no,253.42
7a7e35a4bc233555f13d46b51b892a154b1ea84e554496030748effe67fa5330,2022-11-14 17:10:21 UTC,checkout,,"{""amount"":""37"",""account_id"":""7607217""}",Pablo,no,424.92
7a7e35a4bc233555f13d46b51b892a154b1ea84e554496030748effe67fa5330,2022-11-14 17:11:02 UTC,checkout,,"{""amount"":""19"",""account_id"":""7607218""}",Google,no,1030.49
44f5ff4b53a7199b3fc9a888665d2b23a6d02053c0dd1de99405b180ed0446ad,2022-11-14 17:11:05 UTC,checkout,,"{""amount"":""206"",""account_id"":""7607219""}",Other MKT Hardcoded Link,no,2846.7
44f5ff4b53a7199b3fc9a888665d2b23a6d02053c0dd1de99405b180ed0446ad,2022-11-14 17:12:37 UTC,checkout,,"{""amount"":""316"",""account_id"":""7607222""}",Google,no,494.3
8fc30e7a2f5241ac0fda0cf1b1fa85a157dce9ff1892bc018d55cc9e9fee785c,2022-11-14 17:13:47 UTC,checkout,,"{""amount"":""52"",""account_id"":""500613"")",Other,yes,273.46
dc576f33f8a94fa12726ddf7235e8831a9733bfe8736d13045cb47fbefbb85d1,2022-11-14 17:14:44 UTC,checkout,,"{""amount"":""38"",""account_id"":""500614"")",Google,no,167.39
44f5ff4b53a7199b3fc9a888665d2b23a6d02053c0dd1de99405b180ed0446ad,2022-11-14 17:14:53 UTC,checkout,,"{""amount"":""37"",""account_id"":""7607226""}",Google,yes,79.27
44f5ff4b53a7199b3fc9a888665d2b23a6d02053c0dd1de99405b180ed0446ad,2022-11-14 17:15:17 UTC,checkout,,"{""amount"":""53"",""account_id"":""7607227""}",Facebook,yes,99.62
7a7e35a4bc233555f13d46b51b892a154b1ea84e554496030748effe67fa5330,2022-11-14 17:15:48 UTC,checkout,,"{""amount"":""47"",""account_id"":""7607229""}",MKT,no,83.58
3f78c41ac10550469ede3307636ded0d8e36bc0e45d0d78ed806857058b341cc,2022-11-14 17:16:36 UTC,checkout,,"{""amount"":""26"",""account_id"":""500615"")",Other,no,6044.92
7a7e35a4bc233555f13d46b51b892a154b1ea84e554496030748effe67fa5330,2022-11-14 17:17:31 UTC,checkout,,"{""amount"":""37"",""account_id"":""7607232""}",Facebook,yes,36.72
44f5ff4b53a7199b3fc9a888665d2b23a6d02053c0dd1de99405b180ed0446ad,2022-11-14 17:17:46 UTC,checkout,,"{""amount"":""37"",""account_id"":""7607233""}",Pablo,yes,36.72
7a7e35a4bc233555f13d46b51b892a154b1ea84e554496030748effe67fa5330,2022-11-14 17:17:54 UTC,checkout,,"{""amount"":""37"",""account_id"":""7607234""}",Facebook,no,38.7
44f5ff4b53a7199b3fc9a888665d2b23a6d02053c0dd1de99405b180ed0446ad,2022-11-14 17:19:24 UTC,checkout,,"{""amount"":""648"",""account_id"":""7607235""}",Pablo,no,1882.01
7a7e35a4bc233555f13d46b51b892a154b1ea84e554496030748effe67fa5330,2022-11-14 17:19:28 UTC,checkout,,"{""amount"":""37"",""account_id"":""7607236""}",Facebook,yes,36.72
7a7e35a4bc233555f13d46b51b892a154b1ea84e554496030748effe67fa5330,2022-11-14 17:21:17 UTC,checkout,,"{""amount"":""37"",""account_id"":""7607240""}",Facebook,yes,416.55
ae8ce4fe70fe072ea931041d1ab8e586d5f9a2918c25500c515de311d3f2de11,2022-11-14 17:21:21 UTC,checkout,,"{""amount"":""462"",""account_id"":""500616"")",Other,no,1008.8
7a7e35a4bc233555f13d46b51b892a154b1ea84e554496030748effe67fa5330,2022-11-14 17:22:42 UTC,checkout,,"{""amount"":""206"",""account_id"":""7607241""}",Pablo,no,296.13
7a7e35a4bc233555f13d46b51b892a154b1ea84e554496030748effe67fa5330,2022-11-14 17:26:34 UTC,checkout,,"{""amount"":""186"",""account_id"":""7607248""}",Pablo,yes,1357.39
44f5ff4b53a7199b3fc9a888665d2b23a6d02053c0dd1de99405b180ed0446ad,2022-11-14 17:26:54 UTC,checkout,,"{""amount"":""37"",""account_id"":""7607250""}",Google,no,86.93
44f5ff4b53a7199b3fc9a888665d2b23a6d02053c0dd1de99405b180ed0446ad,2022-11-14 17:27:35 UTC,checkout,,"{""amount"":""38"",""account_id"":""7607252""}",Facebook,yes,38.44
44f5ff4b53a7199b3fc9a888665d2b23a6d02053c0dd1de99405b180ed0446ad,2022-11-14 17:28:43 UTC,checkout,,"{""amount"":""37"",""account_id"":""7607257""}",Facebook,yes,79.91
44f5ff4b53a7199b3fc9a888665d2b23a6d02053c0dd1de99405b180ed0446ad,2022-11-14 17:29:03 UTC,checkout,,"{""amount"":""38"",""account_id"":""7607258""}",Facebook,yes,38.44
